timestamp_utc,overall_vibration_value,speed_value,skin_temperature_value,motor_supply_frequency_value,output_power_value,peak_to_peak_tangential_value,vibration_radial_value,vibration_tangential_value,vibration_axial_value,acceleration_rms_axial_value,acceleration_rms_tangential_value,acceleration_rms_radial_value,axial_per_kW,radial_acc_per_RPM,Total_Vib_Energy,temp_vibration_factor,peak_to_peak_sub_score,overall_vibration_sub_score,skin_temperature_sub_score
2026-04-27 02:40:01,1.132,1259.8,36.7,42.31,4.04,2.5137,1.132,1.052,0.444,0.2223,0.4307,0.1293,0.10962962962962963,0.10263533894268931,1.6078756170798782,41.544399999999996,64.37030567685589,100.0,100.0
2026-04-27 03:40:01,0.796,135.2,43.9,5.64,1.91,0.2148,0.796,0.504,0.187,0.01,0.032,0.0278,0.09739583333333333,0.20562130177514792,0.9605212126757015,34.9444,100.0,100.0,99.07582938388626
2026-04-27 04:40:01,0.973,1260.2,36.1,42.28,3.49,2.625,0.802,0.973,0.538,0.2148,0.437,0.1329,0.15371428571428572,0.10545945088081256,1.370903716531544,35.1253,56.5938864628821,100.0,100.0
2026-04-27 05:40:01,0.985,1261.9,38.9,42.31,3.18,2.373,0.864,0.985,0.43,0.2369,0.4253,0.1246,0.13479623824451412,0.09873999524526508,1.378992748349316,38.3165,74.2008733624454,100.0,100.0
2026-04-27 06:40:01,0.887,1260.5,42.1,42.31,3.74,2.4258,0.79,0.887,0.471,0.2267,0.4377,0.1198,0.1256,0.0950416501388338,1.2777754106258268,37.3427,70.51179039301309,100.0,100.0
2026-04-27 09:40:01,0.879,1260.2,39.1,42.31,3.89,2.6016,0.673,0.879,0.383,0.2202,0.4485,0.1289,0.09820512820512821,0.10228535153150292,1.1714345905768704,34.368900000000004,58.2288209606987,100.0,100.0
2026-04-27 10:40:01,0.815,1249.9,43.6,42.31,8.26,2.3477,0.815,0.782,0.633,0.2444,0.4243,0.1229,0.07654171704957678,0.09832786622929834,1.2947733392374126,35.534,75.96855895196506,100.0,99.43127962085308
2026-04-27 11:40:01,0.187,134.4,52.3,5.59,1.87,0.1455,0.146,0.187,0.129,0.0061,0.0222,0.0081,0.06861702127659575,0.06026785714285713,0.2700481438558688,9.7801,100.0,100.0,89.12322274881517
2026-04-27 12:40:01,0.764,1259.7,46.6,42.31,4.09,2.5781,0.764,0.738,0.521,0.2472,0.4429,0.126,0.12707317073170732,0.10002381519409383,1.1831234086096005,35.6024,59.8707423580786,100.0,95.87677725118483
2026-04-27 13:40:01,0.769,1253.9,45.8,42.31,6.56,2.4023,0.636,0.769,0.5,0.2556,0.4082,0.1309,0.07610350076103502,0.10439428981577477,1.116179645039274,35.2202,72.15371179039302,100.0,96.82464454976304
2026-04-27 14:40:01,0.899,1259.9,45.7,42.31,4.0,2.4297,0.899,0.645,0.678,0.2571,0.4114,0.1317,0.1690773067331671,0.1045321057226764,1.297655578341187,41.084300000000006,70.23930131004367,100.0,96.9431279620853
2026-04-27 15:40:01,1.02,1261.0,46.4,42.34,3.94,2.3848,1.02,0.803,0.813,0.2705,0.4075,0.1324,0.20582278481012659,0.10499603489294211,1.5317238654535614,47.327999999999996,73.37641921397382,100.0,96.11374407582939
2026-04-27 17:40:01,0.293,1478.0,52.7,49.94,10.04,0.1465,0.212,0.293,0.195,0.0105,0.0267,0.0093,0.019402985074626868,0.006292286874154262,0.41087467675679407,15.4411,100.0,100.0,88.64928909952606
2026-04-27 22:40:01,1.073,1260.2,40.2,42.31,3.87,2.7461,0.805,1.073,0.733,0.2262,0.4446,0.1236,0.18891752577319587,0.09807966989366768,1.528608190479169,43.1346,48.13275109170304,100.0,100.0
2026-04-28 01:40:01,0.848,1260.3,41.5,42.34,4.23,2.5879,0.733,0.848,0.565,0.2167,0.4341,0.12,0.13325471698113206,0.09521542489883361,1.255236232746649,35.192,59.18602620087337,100.0,100.0
2026-04-28 03:40:01,0.856,1260.0,38.9,42.25,3.16,2.627,0.856,0.797,0.638,0.1743,0.4124,0.0919,0.20126182965299685,0.07293650793650794,1.3322871312145892,33.2984,56.45414847161574,100.0,100.0
2026-04-28 07:40:01,0.963,1260.3,34.5,42.28,3.45,2.5547,0.906,0.963,0.483,0.2103,0.4253,0.1237,0.13959537572254335,0.09815123383321432,1.4076554976271716,33.2235,61.5056768558952,100.0,100.0
2026-04-28 09:40:01,0.938,1260.1,40.8,42.31,3.91,2.5332,0.938,0.694,0.46,0.2451,0.4326,0.1212,0.11734693877551021,0.09618284263153719,1.2542248602224402,38.270399999999995,63.00786026200875,100.0,100.0
2026-04-28 10:40:01,0.758,1260.3,43.8,42.31,3.85,2.4375,0.758,0.753,0.592,0.24,0.4219,0.1225,0.15336787564766838,0.09719907958422598,1.2214896643033866,33.200399999999995,69.6943231441048,100.0,99.19431279620854
2026-04-28 14:40:01,0.796,1260.5,41.9,42.31,3.77,2.4336,0.671,0.796,0.474,0.2336,0.4294,0.1205,0.1253968253968254,0.09559698532328441,1.14391127278299,33.3524,69.96681222707423,100.0,100.0
2026-04-28 15:40:01,0.755,1259.7,43.8,42.31,4.11,2.3984,0.677,0.755,0.657,0.2429,0.4133,0.1251,0.15946601941747574,0.09930935937127887,1.2083058387676524,33.068999999999996,72.42620087336245,100.0,99.19431279620854
2026-04-28 16:40:01,0.904,1260.1,45.8,42.31,3.92,2.4219,0.904,0.821,0.757,0.2416,0.437,0.1265,0.19262086513994914,0.1003888580271407,1.4367692925449096,41.4032,70.78427947598254,100.0,96.82464454976304
2026-04-28 19:40:01,0.319,1495.4,49.6,50.03,2.76,0.1313,0.255,0.319,0.089,0.0079,0.0208,0.0111,0.03212996389891697,0.00742276314029691,0.41797966457711794,15.8224,100.0,100.0,92.32227488151659
2026-04-29 01:00:00,0.891,1255.8,37.0,42.28,5.33,2.4609,0.869,0.891,0.441,0.2155,0.4221,0.1197,0.08258426966292134,0.09531772575250835,1.3204253102693844,32.967,68.0593886462882,100.0,100.0
2026-04-29 12:00:00,1.052,1260.1,40.7,42.31,3.94,2.5898,1.052,0.946,0.469,0.2462,0.4333,0.126,0.11873417721518988,0.09999206412189508,1.4904968970111947,42.8164,59.053275109170315,100.0,100.0
2026-04-29 15:00:00,1.059,1260.6,42.1,42.31,3.72,2.752,0.816,1.059,0.479,0.2278,0.4578,0.1307,0.12841823056300267,0.10368078692686024,1.4201330923543751,44.5839,47.72052401746726,100.0,100.0
2026-04-29 18:00:00,0.957,1260.4,40.3,42.25,3.0,2.498,0.957,0.886,0.455,0.2173,0.4365,0.1221,0.15116279069767444,0.09687400825134876,1.38125667419202,38.567099999999996,65.46724890829694,100.0,100.0
2026-04-29 20:00:00,1.127,1259.8,39.3,42.28,3.64,2.75,0.697,1.127,0.483,0.217,0.4465,0.1305,0.13232876712328767,0.1035878710906493,1.4103995887690837,44.2911,47.86026200873363,100.0,100.0
2026-04-29 23:00:00,1.085,1260.2,34.3,42.28,3.49,2.6289,0.789,1.085,0.481,0.2148,0.4314,0.1296,0.13742857142857143,0.10284081891763212,1.4251691127722352,37.2155,56.32139737991268,100.0,100.0
2026-04-30 00:00:00,0.817,1259.7,39.2,42.31,4.07,2.416,0.817,0.789,0.443,0.2416,0.4194,0.12,0.10857843137254902,0.09526077637532746,1.2191222252095972,32.0264,71.19650655021834,100.0,100.0
2026-04-30 02:00:00,1.04,1255.2,36.1,42.31,5.98,2.6621,0.941,1.04,0.537,0.2189,0.4414,0.1349,0.08964941569282137,0.10747291268323772,1.5018155679043947,37.544000000000004,54.00174672489082,100.0,100.0
2026-04-30 03:00:00,1.2,1251.2,39.4,42.31,7.68,2.416,0.689,1.2,0.479,0.2485,0.4133,0.1225,0.062288686605981795,0.09790601023017902,1.4642957351573485,47.279999999999994,71.19650655021834,100.0,100.0
2026-04-30 04:00:00,0.891,1260.4,42.1,42.28,3.42,2.4531,0.873,0.891,0.5,0.2213,0.4397,0.1235,0.1457725947521866,0.09798476674071721,1.3438787147655848,37.5111,68.60436681222707,100.0,100.0
2026-04-30 07:00:00,1.522,1007.8,36.6,33.94,3.52,2.3047,1.522,0.964,1.16,0.1754,0.4048,0.096,0.32861189801699714,0.0952569954356023,2.1427505687783635,55.705200000000005,78.97292576419214,100.0,100.0
2026-04-30 08:00:00,1.452,1008.7,40.9,33.94,3.19,1.9424,1.452,0.807,0.916,0.1897,0.3638,0.0841,0.28625000000000006,0.08337464062654901,1.897,59.386799999999994,89.14736842105263,100.0,100.0
2026-04-30 09:00:00,1.192,1001.9,43.9,33.94,5.49,2.0391,1.192,0.888,0.824,0.1775,0.366,0.0757,0.14981818181818182,0.07555644275875836,1.6995246394212706,52.328799999999994,86.60263157894737,100.0,99.07582938388626
2026-04-30 12:00:00,1.508,1008.4,44.6,33.91,2.99,2.0938,1.508,1.444,0.867,0.1846,0.3748,0.0838,0.289,0.08310194367314558,2.26072753776301,67.2568,85.16315789473684,100.0,98.24644549763033
2026-04-30 13:00:00,1.014,999.0,47.2,33.94,6.51,2.0625,1.014,0.964,0.929,0.1915,0.3572,0.0746,0.14248466257668713,0.07467467467467467,1.6794442533171503,47.860800000000005,85.98684210526316,100.0,95.16587677725119
2026-04-30 14:00:00,1.256,997.0,48.4,33.94,7.18,1.8955,0.846,1.256,0.846,0.1995,0.3025,0.0704,0.117663421418637,0.07061183550651956,1.7346377143369158,60.7904,90.38157894736842,100.0,93.74407582938389
2026-04-30 15:00:00,1.334,998.4,47.7,33.91,6.37,2.1816,1.334,1.036,0.911,0.1975,0.355,0.0876,0.14278996865203764,0.08774038461538462,1.9190552363076994,63.631800000000005,82.85263157894737,100.0,94.5734597156398
2026-05-01 22:00:00,0.823,440.9,24.2,14.8,0.48,1.3291,0.476,0.823,0.487,0.087,0.2063,0.0953,0.9938775510204082,0.21614878657291903,1.068210653382562,19.9166,100.0,100.0,100.0
2026-05-01 23:00:00,1.04,692.8,30.1,23.22,0.87,1.4814,0.479,0.731,1.04,0.1505,0.2571,0.0812,1.1818181818181819,0.11720554272517321,1.3584557409058273,31.304000000000002,100.0,100.0,100.0
2026-05-02 01:00:00,1.446,692.9,33.9,23.22,0.86,1.6934,0.42,0.862,1.446,0.1598,0.2888,0.0798,1.6620689655172414,0.11516813392986001,1.7350389044629517,49.0194,95.7,100.0,100.0
2026-05-02 03:00:00,2.104,693.3,37.2,23.23,0.87,1.8418,0.464,0.906,2.104,0.199,0.3225,0.0783,2.390909090909091,0.11293812202509737,2.33729501775022,78.26880000000001,91.79473684210527,100.0,100.0
2026-05-02 04:00:00,1.676,693.5,37.8,23.27,1.04,1.7861,0.473,0.812,1.676,0.1625,0.3298,0.076,1.5961904761904762,0.1095890410958904,1.9214705306093038,63.352799999999995,93.26052631578948,100.0,100.0
2026-05-02 05:00:00,0.785,692.3,39.8,23.27,1.31,1.7129,0.426,0.785,0.521,0.1145,0.3357,0.0693,0.3946969696969697,0.1001011122345804,1.0339932301519192,31.243,95.18684210526315,100.0,100.0
2026-05-02 06:00:00,3.828,690.8,39.6,23.27,1.66,1.7461,0.488,0.862,3.828,0.301,0.3359,0.0698,2.2922155688622756,0.10104226983207876,3.9540829531005035,151.5888,94.31315789473685,100.0,100.0
2026-05-02 07:00:00,0.831,690.7,43.4,23.25,1.59,1.6934,0.406,0.831,0.638,0.1241,0.3401,0.0692,0.39875,0.10018821485449542,1.123583997750057,36.0654,95.7,100.0,99.66824644549763
2026-05-02 08:00:00,1.558,689.1,40.2,23.27,2.07,1.6406,0.402,0.854,1.558,0.1559,0.3257,0.0655,0.7490384615384617,0.09505151647075896,1.8216157662910146,62.631600000000006,97.08947368421053,100.0,100.0
2026-05-02 09:00:00,2.941,692.4,40.2,23.27,1.3,1.6572,0.436,0.752,2.941,0.2426,0.3242,0.0649,2.2450381679389313,0.0937319468515309,3.066770451142374,118.2282,96.65263157894736,100.0,100.0
2026-05-02 10:00:00,0.88,692.6,40.7,23.27,1.26,1.667,0.442,0.88,0.701,0.1179,0.3259,0.064,0.5519685039370078,0.09240542881894312,1.2087865816594754,35.816,96.39473684210526,100.0,100.0
2026-05-02 11:00:00,1.892,692.7,40.6,23.28,1.33,1.6475,0.395,0.962,1.892,0.1716,0.3252,0.0637,1.4119402985074625,0.09195900101053847,2.158965724600555,76.8152,96.90789473684211,100.0,100.0
2026-05-02 15:00:00,1.613,755.9,38.7,25.31,0.87,1.9453,0.73,1.613,0.382,0.131,0.3655,0.0782,0.4340909090909091,0.1034528376769414,1.8112407349659514,62.423100000000005,89.07105263157895,100.0,100.0
2026-05-02 18:00:00,1.418,627.1,37.8,21.2,1.9,2.3906,0.79,1.418,0.787,0.0909,0.4233,0.1433,0.41204188481675397,0.22851219901132197,1.8039381918458293,53.60039999999999,72.9711790393013,100.0,100.0
2026-05-02 19:00:00,1.33,624.4,41.2,21.2,2.47,2.5801,0.636,1.33,0.578,0.0893,0.4194,0.1289,0.23306451612903226,0.20643818065342728,1.5835024471089396,54.79600000000001,59.73100436681224,100.0,100.0
2026-05-02 20:00:00,0.3,145.8,43.0,5.03,0.25,0.0781,0.159,0.3,0.098,0.0054,0.0109,0.0071,0.3769230769230769,0.04869684499314129,0.3533907186104355,12.9,100.0,100.0,100.0
2026-05-02 22:00:00,1.165,629.8,37.4,21.17,1.13,2.0703,0.654,1.165,0.616,0.0901,0.374,0.1213,0.5403508771929825,0.19260082565893938,1.4711889749450953,43.571,85.78157894736842,100.0,100.0
2026-05-02 23:00:00,1.366,629.5,38.7,21.19,1.3,2.2969,0.618,1.366,0.559,0.0882,0.4138,0.1342,0.4267175572519084,0.21318506751389996,1.6001128085231993,52.86420000000001,79.51790393013101,100.0,100.0
2026-05-03 01:00:00,1.508,630.3,36.9,21.2,1.24,2.3828,0.716,1.508,0.668,0.0926,0.4417,0.1554,0.5344,0.24654926225606857,1.7980389317253396,55.645199999999996,73.51615720524018,100.0,100.0
2026-05-03 03:00:00,1.406,629.2,38.1,21.19,1.36,2.3535,0.797,1.406,0.859,0.0905,0.4233,0.1428,0.6270072992700729,0.22695486331849968,1.8302803064011808,53.568599999999996,75.56331877729258,100.0,100.0
2026-05-03 05:00:00,1.427,628.8,37.7,21.16,1.25,2.4453,0.612,1.427,0.565,0.09,0.415,0.1365,0.4484126984126984,0.21708015267175576,1.6523008200687912,53.797900000000006,69.14934497816594,100.0,100.0
2026-05-03 06:00:00,1.612,630.0,36.6,21.11,0.69,2.2129,0.687,1.612,1.06,0.1285,0.3572,0.1121,1.5142857142857145,0.17793650793650795,2.0479533686097446,58.99920000000001,82.02894736842106,100.0,100.0
2026-05-03 07:00:00,1.218,629.8,37.3,21.12,0.82,2.2441,0.706,1.218,0.562,0.0952,0.3662,0.1169,0.6771084337349399,0.18561448078755163,1.5158509161523768,45.4314,81.2078947368421,100.0,100.0
2026-05-03 08:00:00,1.161,629.8,37.8,21.12,0.83,2.1895,0.62,1.161,0.761,0.0961,0.3528,0.1068,0.905952380952381,0.1695776436964116,1.5203427245197052,43.885799999999996,82.64473684210527,100.0,100.0
2026-05-03 13:00:00,1.596,629.8,36.8,21.23,1.53,2.4609,0.688,1.596,0.623,0.0932,0.4465,0.1561,0.40454545454545454,0.24785646236900605,1.8462635239856742,58.7328,68.0593886462882,100.0,100.0
2026-05-03 16:00:00,1.012,503.5,37.8,17.09,1.6,1.6299,0.542,1.012,0.638,0.0744,0.3154,0.1134,0.39627329192546584,0.2252234359483615,1.3133742802415465,38.2536,97.37105263157895,100.0,100.0
2026-05-03 17:00:00,1.011,504.0,42.1,17.08,1.42,1.7959,0.59,1.011,0.7,0.0865,0.3289,0.109,0.4895104895104895,0.21626984126984128,1.3638991898230601,42.5631,93.00263157894737,100.0,100.0
2026-05-03 18:00:00,0.789,504.0,41.1,17.09,1.51,1.5361,0.507,0.789,0.726,0.0825,0.2927,0.0865,0.4776315789473684,0.1716269841269841,1.1860210790706884,32.4279,99.83947368421053,100.0,100.0
2026-05-03 19:00:00,0.916,503.6,41.2,17.09,1.58,1.7939,0.637,0.916,0.714,0.0855,0.3164,0.1033,0.44905660377358486,0.20512311358220808,1.324621077893599,37.739200000000004,93.05526315789474,100.0,100.0
2026-05-03 20:00:00,0.742,503.6,41.9,17.09,1.58,1.4531,0.499,0.642,0.742,0.0846,0.2893,0.0814,0.4666666666666666,0.16163621922160443,1.1007856285399078,31.0898,100.0,100.0,100.0
2026-05-03 21:00:00,0.855,503.8,41.3,17.09,1.54,1.6396,0.602,0.855,0.705,0.0813,0.2991,0.0912,0.4548387096774193,0.18102421595871376,1.2611320311529637,35.311499999999995,97.11578947368422,100.0,100.0
2026-05-03 23:00:00,0.91,504.1,39.8,17.12,1.66,1.7588,0.787,0.91,0.777,0.0817,0.3176,0.108,0.46526946107784434,0.21424320571315214,1.4322004049713155,36.217999999999996,93.97894736842106,100.0,100.0
2026-05-04 00:00:00,0.896,503.9,43.9,17.12,1.69,1.7734,0.477,0.896,0.696,0.0903,0.3198,0.0966,0.4094117647058823,0.19170470331414963,1.2307562715663893,39.3344,93.59473684210526,100.0,99.07582938388626
2026-05-04 01:00:00,0.765,503.7,42.0,17.12,1.72,1.5713,0.573,0.765,0.702,0.0838,0.2954,0.0844,0.4057803468208092,0.16756005558864404,1.1858996584871757,32.13,98.91315789473684,100.0,100.0
2026-05-04 02:00:00,0.84,503.7,41.8,17.12,1.72,1.7334,0.449,0.84,0.687,0.0886,0.313,0.0963,0.3971098265895954,0.19118522930315662,1.1743806878521121,35.111999999999995,94.64736842105263,100.0,100.0
2026-05-04 03:00:00,0.762,503.9,42.7,17.12,1.69,1.5615,0.535,0.762,0.698,0.0854,0.2954,0.0804,0.41058823529411764,0.15955546735463386,1.163646423962193,32.537400000000005,99.17105263157895,100.0,100.0
2026-05-04 04:00:00,0.657,504.2,42.2,17.12,1.63,1.6523,0.527,0.631,0.657,0.0834,0.2949,0.0831,0.400609756097561,0.1648155493851646,1.052396788288524,27.725400000000004,96.78157894736842,100.0,100.0
2026-05-04 06:00:00,0.719,503.6,41.7,17.12,1.73,1.5322,0.421,0.719,0.673,0.0858,0.2856,0.082,0.38678160919540233,0.16282764098490865,1.0710420159825664,29.982300000000002,99.9421052631579,100.0,100.0
2026-05-04 07:00:00,0.832,503.8,43.2,17.12,1.71,1.7002,0.593,0.832,0.616,0.088,0.3179,0.098,0.3581395348837209,0.1945216355696705,1.1930335284475453,35.9424,95.52105263157895,100.0,99.90521327014217
2026-05-04 08:00:00,0.698,503.8,41.8,17.12,1.7,1.5752,0.454,0.698,0.636,0.082,0.2869,0.0809,0.3719298245614035,0.16057959507741165,1.0477671497045515,29.176399999999997,98.81052631578947,100.0,100.0
2026-05-04 09:00:00,0.986,503.8,41.2,17.12,1.7,1.7178,0.775,0.986,0.641,0.0828,0.334,0.114,0.37485380116959066,0.2262802699483922,1.4084395620686037,40.623200000000004,95.0578947368421,100.0,100.0
2026-05-04 10:00:00,0.731,503.9,42.0,17.12,1.68,1.5859,0.493,0.704,0.731,0.083,0.293,0.0834,0.4325443786982249,0.165509029569359,1.1282845385805833,30.701999999999998,98.52894736842106,100.0,100.0
2026-05-04 11:00:00,0.784,503.8,42.4,17.12,1.7,1.6523,0.543,0.784,0.694,0.0898,0.3032,0.0919,0.40584795321637424,0.18241365621278283,1.1794664047780252,33.2416,96.78157894736842,100.0,100.0
2026-05-04 12:00:00,0.623,503.8,43.2,17.12,1.7,1.5459,0.357,0.592,0.623,0.0853,0.2925,0.0773,0.36432748538011694,0.15343390234219925,0.9306137759564921,26.913600000000002,99.58157894736841,100.0,99.90521327014217
2026-05-04 13:00:00,0.772,503.8,42.3,17.12,1.71,1.667,0.466,0.772,0.64,0.0806,0.3105,0.0931,0.37209302325581395,0.18479555379118698,1.1057757458002053,32.6556,96.39473684210526,100.0,100.0
2026-05-04 15:00:00,0.712,503.7,42.8,17.12,1.72,1.5283,0.376,0.635,0.712,0.0861,0.2944,0.0783,0.41156069364161846,0.1554496724240619,1.025448682284979,30.473599999999998,100.0,100.0,100.0
2026-05-04 16:00:00,0.891,503.8,42.4,17.12,1.71,1.7959,0.539,0.891,0.684,0.0828,0.321,0.1004,0.3976744186046512,0.19928543072647875,1.245896464398226,37.7784,93.00263157894737,100.0,100.0
2026-05-04 17:00:00,0.674,504.0,43.3,17.14,1.76,1.5713,0.451,0.674,0.662,0.0837,0.3015,0.0823,0.37401129943502825,0.1632936507936508,1.0468624551487173,29.1842,98.91315789473684,100.0,99.7867298578199
2026-05-04 18:00:00,0.768,504.4,42.8,17.14,1.69,1.6006,0.562,0.768,0.625,0.0861,0.3054,0.0877,0.36764705882352944,0.1738699444885012,1.1385486375205935,32.8704,98.1421052631579,100.0,100.0
2026-05-04 22:00:00,0.458,314.4,35.4,10.75,0.87,0.8379,0.439,0.458,0.196,0.049,0.1385,0.0417,0.22272727272727275,0.13263358778625955,0.6640037650495666,16.2132,100.0,100.0,100.0
2026-05-04 23:00:00,0.476,314.8,39.5,10.75,0.83,0.8867,0.393,0.476,0.204,0.0433,0.1606,0.0459,0.24285714285714285,0.14580686149936467,0.6501084524908132,18.802,100.0,100.0,100.0
2026-05-05 01:00:00,0.479,314.9,41.7,10.7,0.66,0.9224,0.348,0.479,0.278,0.043,0.1686,0.0457,0.41492537313432837,0.14512543664655447,0.6540863857320377,19.9743,100.0,100.0,100.0
2026-05-05 02:00:00,0.375,315.1,41.9,10.7,0.61,0.9209,0.298,0.375,0.183,0.0419,0.167,0.0425,0.29516129032258065,0.13487781656616946,0.5127553022641501,15.712499999999999,100.0,100.0,100.0
2026-05-05 03:00:00,0.444,314.9,42.4,10.7,0.66,0.8994,0.277,0.444,0.252,0.0418,0.168,0.0421,0.3761194029850746,0.13369323594791999,0.5808347441398457,18.825599999999998,100.0,100.0,100.0
2026-05-05 04:00:00,0.454,315.2,42.4,10.7,0.64,0.9346,0.362,0.454,0.265,0.0432,0.1719,0.0443,0.4076923076923077,0.14054568527918782,0.6382671854325584,19.2496,100.0,100.0,100.0
2026-05-05 06:00:00,0.424,315.1,42.4,10.7,0.64,0.9614,0.319,0.424,0.224,0.0427,0.174,0.0461,0.3446153846153846,0.146302761028245,0.5759453099036401,17.9776,100.0,100.0,100.0
2026-05-05 07:00:00,0.546,314.7,42.2,10.7,0.66,0.9009,0.469,0.546,0.231,0.041,0.1678,0.0441,0.3447761194029851,0.14013346043851288,0.7559351824065341,23.041200000000003,100.0,100.0,100.0
2026-05-05 08:00:00,0.456,315.1,42.4,10.7,0.64,0.8896,0.362,0.456,0.235,0.0425,0.1713,0.0436,0.36153846153846153,0.1383687718184703,0.6278574679017523,19.3344,100.0,100.0,100.0
2026-05-05 10:00:01,0.537,314.1,42.3,10.7,0.72,0.9155,0.455,0.537,0.305,0.0442,0.173,0.0437,0.4178082191780822,0.1391276663482967,0.7670847410814532,22.7151,100.0,100.0,100.0
2026-05-05 11:00:01,0.549,315.1,41.8,10.7,0.65,0.9067,0.549,0.489,0.216,0.0456,0.1676,0.0448,0.32727272727272727,0.14217708663916215,0.7662754074091116,22.9482,100.0,100.0,100.0
2026-05-05 14:00:01,0.267,1480.1,38.5,50.03,10.39,0.0811,0.161,0.267,0.085,0.0061,0.012,0.0073,0.008173076923076924,0.00493209918248767,0.32316404502976503,10.2795,100.0,100.0,100.0
2026-05-05 15:00:01,0.288,152.7,36.7,5.27,0.28,0.1309,0.199,0.288,0.108,0.0087,0.0214,0.0107,0.37241379310344824,0.07007203667321545,0.3663454653738736,10.5696,100.0,100.0,100.0
2026-05-05 16:00:01,0.337,170.7,35.6,5.78,0.16,0.4124,0.226,0.337,0.213,0.0304,0.0703,0.0235,1.2529411764705882,0.13766842413591096,0.4582728444933215,11.997200000000001,100.0,100.0,100.0
2026-05-05 19:00:01,0.909,1323.7,38.9,44.41,3.77,2.6758,0.909,0.827,0.656,0.2725,0.4604,0.1835,0.17354497354497356,0.138626577018962,1.3930348165067519,35.3601,53.04454148471615,100.0,100.0
2026-05-05 23:00:01,1.083,1071.1,35.2,36.0,3.21,2.9492,0.866,1.083,0.787,0.201,0.4517,0.1204,0.24440993788819879,0.11240780506021847,1.5944321873319038,38.1216,33.94235807860263,100.0,100.0
2026-05-06 00:00:01,1.014,1071.0,37.4,36.0,3.24,2.2695,1.014,0.987,0.865,0.2028,0.3845,0.0875,0.26615384615384613,0.08169934640522876,1.6584902773305605,37.9236,80.53947368421053,100.0,100.0
